Tiploc_x,Name_x,Stanox_x,Latitude_x,Longitude_x,InBPlan_x,InTPS_x,CRS_x,Easting,Northing,index,CRS_y,InBPlan_y,InTPS_y,Latitude_y,Longitude_y,Name_y,Stanox_y,Tiploc_y
AACHEN,Aachen,5,50.767721,6.0912806,True,False,,970322.2475,127738.5801,111293,,1.0,0.0,50.767721,6.0912806,Aachen,5,AACHEN
ABCWM,Abercwmboi,78128,51.6906937,-3.4025506,True,True,,303148.0381,200035.976,101721,,1.0,1.0,51.6906937,-3.4025506,Abercwmboi,78128,ABCWM
ABDAPEN,Penywaun Bus,<NA>,51.7305369,-3.4841037,True,True,XPZ,297601.238,204578.4834,101618,XPZ,1.0,1.0,51.7305369,-3.4841037,Penywaun Bus,,ABDAPEN
ABDARE,Aberdare,78100,51.7145249,-3.441859,True,True,ABA,300483.413,202739.2392,101682,ABA,1.0,1.0,51.7145249,-3.441859,Aberdare,78100,ABDARE
ABDATRE,Trecynon,<NA>,51.721419,-3.459253,True,True,XTO,299297.1127,203529.8369,101650,XTO,1.0,1.0,51.721419,-3.459253,Trecynon,,ABDATRE
ABDO,Aberdour,3295,56.055106,-3.2998508,True,True,AUR,319145.2414,685456.5444,102049,AUR,1.0,1.0,56.055106,-3.2998508,Aberdour,3295,ABDO
ABDVY,Aberdovey,64409,52.5443487,-4.0564325,True,True,AVY,260644.2645,296042.5664,100842,AVY,1.0,1.0,52.5443487,-4.0564325,Aberdovey,64409,ABDVY
ABER,Aber,78371,51.5745683,-3.2295529,True,True,ABE,314888.3509,186905.6904,101933,ABE,1.0,1.0,51.5745683,-3.2295529,Aber,78371,ABER
ABGLELE,Abergele & Pensarn,40073,53.2949988,-3.581987,True,True,AGL,294655.3655,378727.6048,101556,AGL,1.0,1.0,53.2949988,-3.581987,Abergele & Pensarn,40073,ABGLELE
ABGNWYN,Abergynolwyn,<NA>,52.6441864,-3.956269,True,True,,267737.2631,306957.6648,100997,,1.0,1.0,52.6441864,-3.956269,Abergynolwyn,,ABGNWYN
ABHL811,Edinburgh Sig. 811,4311,55.9548684,-3.1728193,True,True,,326866.7927,674159.242,102209,,1.0,1.0,55.9548684,-3.1728193,Edinburgh Sig. 811,4311,ABHL811
ABHLJN,Abbeyhill Jn,4309,55.9547575,-3.1732808,True,True,,326837.7683,674147.3888,102208,,1.0,1.0,55.9547575,-3.1732808,Abbeyhill Jn,4309,ABHLJN
ABHLTB,Abbeyhill Turnback Sidings,4308,55.9555242,-3.1700182,True,False,,327042.9217,674229.2628,102214,,1.0,0.0,55.9555242,-3.1700182,Abbeyhill Turnback Sidings,4308,ABHLTB
ABIN521,Abington Sig. MC521,7937,55.5038133,-3.6851619,True,True,,293658.1871,624628.0129,101526,,1.0,1.0,55.5038133,-3.6851619,Abington Sig. MC521,7937,ABIN521
ABIN528,Abington Sig. MC528,7938,55.4881097,-3.6879396,True,True,,293440.3154,622884.8663,101518,,1.0,1.0,55.4881097,-3.6879396,Abington Sig. MC528,7938,ABIN528
ABINCE,Abington Civil Engineering,7947,55.4929366,-3.686393,True,False,,293551.065,623419.603,101519,,1.0,0.0,55.4929366,-3.686393,Abington Civil Engineering,7947,ABINCE
ABINDPL,Abington Down Passenger Loop,7971,55.4926576,-3.6861609,True,False,,293564.9744,623388.2018,101521,,1.0,0.0,55.4926576,-3.6861609,Abington Down Passenger Loop,7971,ABINDPL
ABINDS,Abington Down Siding,7948,55.492748,-3.686249,True,True,,293559.6528,623398.396,101520,,1.0,1.0,55.492748,-3.686249,Abington Down Siding,7948,ABINDS
ABINGTN,Abington,7972,55.4940091,-3.6851431,True,True,,293632.9199,623537.0292,101525,,1.0,1.0,55.4940091,-3.6851431,Abington,7972,ABINGTN
ABINUPL,Abington Up Passenger Loop,7970,55.4953263,-3.6842586,True,False,,293692.3479,623682.2451,101529,,1.0,0.0,55.4953263,-3.6842586,Abington Up Passenger Loop,7970,ABINUPL
ABINUS,Abington Up Siding,7939,55.4929896,-3.6856619,True,True,,293597.3945,623424.3801,101522,,1.0,1.0,55.4929896,-3.6856619,Abington Up Siding,7939,ABINUS
ABNGHST,Abingdon High Street,<NA>,51.7118211,-1.2350622,True,True,XAE,452947.831,201730.9706,106507,XAE,1.0,1.0,51.7118211,-1.2350622,Abingdon High Street,,ABNGHST
ABNGSTR,Abingdon Stratton Way,<NA>,51.6739395,-1.2838141,True,True,,449620.8156,197483.683,106299,,1.0,1.0,51.6739395,-1.2838141,Abingdon Stratton Way,,ABNGSTR
ABRBEG,Aberbeeg,76639,51.711101,-3.1450831,True,True,,320979.9959,201995.006,102084,,1.0,1.0,51.711101,-3.1450831,Aberbeeg,76639,ABRBEG
ABRC187,Abercynon Sig. A187,78203,51.6451526,-3.3269514,True,True,,308281.4224,194873.5135,101787,,1.0,1.0,51.6451526,-3.3269514,Abercynon Sig. A187,78203,ABRC187
ABRCJN,Abercynon Jn,78205,51.6449503,-3.3271069,True,False,,308270.2546,194851.2107,101786,,1.0,0.0,51.6449503,-3.3271069,Abercynon Jn,78205,ABRCJN
ABRCYNS,Abercynon,78204,51.6432713,-3.3291841,True,True,ACY,308123.1348,194667.0984,101782,ACY,1.0,1.0,51.6432713,-3.3291841,Abercynon,78204,ABRCYNS
ABRD15,Aberdeen Sig. A15,2066,57.1284738,-2.0919696,True,True,,394531.0974,804176.1416,104353,,1.0,1.0,57.1284738,-2.0919696,Aberdeen Sig. A15,2066,ABRD15
ABRD222,Aberdeen Sig. A222,2085,57.034672,-2.1485985,True,True,,391080.003,793740.188,104198,,1.0,1.0,57.034672,-2.1485985,Aberdeen Sig. A222,2085,ABRD222
ABRD223,Aberdeen Sig. A223,2087,57.0305933,-2.149684,True,True,,391013.1237,793286.2951,104193,,1.0,1.0,57.0305933,-2.149684,Aberdeen Sig. A223,2087,ABRD223
ABRD229,Aberdeen Sig. A229,2092,57.0780726,-2.1095556,True,True,,393457.409,798567.0362,104301,,1.0,1.0,57.0780726,-2.1095556,Aberdeen Sig. A229,2092,ABRD229
ABRD230,Aberdeen Sig. A230,2091,57.1018048,-2.0773503,True,True,,395412.7752,801206.2292,104384,,1.0,1.0,57.1018048,-2.0773503,Aberdeen Sig. A230,2091,ABRD230
ABRD27,Aberdeen Sig. A27,2080,57.1337694,-2.0981449,True,True,,394158.0942,804766.1751,104326,,1.0,1.0,57.1337694,-2.0981449,Aberdeen Sig. A27,2080,ABRD27
ABRD55,Aberdeen Sig. A55,2089,57.1309649,-2.0613215,True,True,,396386.7888,804451.3615,104400,,1.0,1.0,57.1309649,-2.0613215,Aberdeen Sig. A55,2089,ABRD55
ABRD56,Aberdeen Sig. A56,2090,57.1309942,-2.0613057,True,True,,396387.7482,804454.6223,104401,,1.0,1.0,57.1309942,-2.0613057,Aberdeen Sig. A56,2090,ABRD56
ABRD75,Aberdeen Sig. A75,2078,57.1387579,-2.0973042,True,True,,394209.7773,805321.4268,104332,,1.0,1.0,57.1387579,-2.0973042,Aberdeen Sig. A75,2078,ABRD75
ABRD77,Aberdeen Sig. A77,2079,57.136011,-2.0974731,True,True,,394199.1168,805015.6537,104331,,1.0,1.0,57.136011,-2.0974731,Aberdeen Sig. A77,2079,ABRD77
ABRDCH,Aberdeen Clayhills Carriage Maintenance Depot,2075,57.1422416,-2.0989063,True,True,XAC,394113.3766,805709.3759,104324,XAC,1.0,1.0,57.1422416,-2.0989063,Aberdeen Clayhills Carriage Maintenance Depot,2075,ABRDCH
ABRDEEN,Aberdeen,2071,57.1428099,-2.0979688,True,True,ABD,394170.2031,805772.5576,104327,ABD,1.0,1.0,57.1428099,-2.0979688,Aberdeen,2071,ABRDEEN
ABRDFDS,Aberdeen Ferryhill Down Sidings,2083,57.1328618,-2.0984117,True,True,,394141.7982,804665.1635,104325,,1.0,1.0,57.1328618,-2.0984117,Aberdeen Ferryhill Down Sidings,2083,ABRDFDS
ABRDFGL,Aberdeen Ferryhill GL,2084,57.1387969,-2.0971522,True,True,,394218.9831,805325.7552,104334,,1.0,1.0,57.1387969,-2.0971522,Aberdeen Ferryhill GL,2084,ABRDFGL
ABRDFJN,Aberdeen Ferryhill Jn,2082,57.1346561,-2.0978313,True,True,,394177.2188,804864.856,104329,,1.0,1.0,57.1346561,-2.0978313,Aberdeen Ferryhill Jn,2082,ABRDFJN
ABRDFTT,Aberdeen Ferryhill TT,2088,57.1312525,-2.0998377,True,True,,394055.2153,804486.1405,104322,,1.0,1.0,57.1312525,-2.0998377,Aberdeen Ferryhill TT,2088,ABRDFTT
ABRDFUS,Aberdeen Ferryhill Up Sidings,2086,57.138157,-2.0971921,True,True,,394216.4664,805254.5243,104333,,1.0,1.0,57.138157,-2.0971921,Aberdeen Ferryhill Up Sidings,2086,ABRDFUS
ABRDGBR,Aberdeen Guild Street (GBRf),2076,57.1429005,-2.0963358,True,False,,394269.0412,805782.5022,104337,,1.0,0.0,57.1429005,-2.0963358,Aberdeen Guild Street (GBRf),2076,ABRDGBR
ABRDNGS,Aberdeen Guild Street Freight Depot,<NA>,57.1429384,-2.0962169,False,False,,394276.2426,805786.7111,104340,,0.0,0.0,57.1429384,-2.0962169,Aberdeen Guild Street Freight Depot,,ABRDNGS
ABRDNHS,Aberdeen Holding Sidings,2077,57.1428525,-2.0962793,True,False,,394272.4529,805777.1539,104338,,1.0,0.0,57.1428525,-2.0962793,Aberdeen Holding Sidings,2077,ABRDNHS
ABRDNS,Aberdeen North Siding,2067,57.1475407,-2.1037329,True,True,,393822.1814,806299.7129,104311,,1.0,1.0,57.1475407,-2.1037329,Aberdeen North Siding,2067,ABRDNS
ABRDPDK,Aberdeen Parcels Dock,2069,57.1429856,-2.0962306,True,False,,394275.421,805791.9666,104339,,1.0,0.0,57.1429856,-2.0962306,Aberdeen Parcels Dock,2069,ABRDPDK
ABRDRSL,Aberdeen JG Russell,2074,57.1429598,-2.0960986,True,False,,394283.4051,805789.0832,104342,,1.0,0.0,57.1429598,-2.0960986,Aberdeen JG Russell,2074,ABRDRSL
ABRDWAT,Aberdeen Waterloo,2061,57.1466832,-2.0847871,True,True,,394968.4545,806202.6662,104367,,1.0,1.0,57.1466832,-2.0847871,Aberdeen Waterloo,2061,ABRDWAT
ABRDWCR,Aberdeen Waterloo (Colas),2070,57.1470795,-2.0865213,True,True,,394863.5734,806246.915,104366,,1.0,1.0,57.1470795,-2.0865213,Aberdeen Waterloo (Colas),2070,ABRDWCR
ABRDWGB,Aberdeen Waterloo (GBRf),2062,57.1470708,-2.0866254,True,True,,394857.2731,806245.9545,104365,,1.0,1.0,57.1470708,-2.0866254,Aberdeen Waterloo (GBRf),2062,ABRDWGB
ABRE,Abererch,64506,52.8983666,-4.3749053,True,True,ABH,240350.1091,336077.7321,100468,ABH,1.0,1.0,52.8983666,-4.3749053,Abererch,64506,ABRE
ABRGPGN,Penpergwn,76248,51.7845456,-2.97888,True,False,,332572.7422,209996.2168,102435,,1.0,0.0,51.7845456,-2.97888,Penpergwn,76248,ABRGPGN
ABRGS38,Abergavenny Sig. 38,76253,51.9005906,-2.9654979,True,True,,333666.9071,222890.3618,102486,,1.0,1.0,51.9005906,-2.9654979,Abergavenny Sig. 38,76253,ABRGS38
ABRGS42,Abergavenny Sig. AY42,76249,51.8110106,-3.0081956,True,True,,330591.2897,212967.168,102338,,1.0,1.0,51.8110106,-3.0081956,Abergavenny Sig. AY42,76249,ABRGS42
ABRGUS,Abergavenny Up Sidings,76250,51.8151839,-3.0088427,True,True,,330553.1053,213431.9336,102333,,1.0,1.0,51.8151839,-3.0088427,Abergavenny Up Sidings,76250,ABRGUS
ABRGVNY,Abergavenny,76251,51.8155247,-3.0087922,True,True,AGV,330557.1112,213469.7887,102335,AGV,1.0,1.0,51.8155247,-3.0087922,Abergavenny,76251,ABRGVNY
ABRPGWM,Aberpergwm,79519,51.7285408,-3.6547314,True,False,,285812.9971,204610.0021,101362,,1.0,0.0,51.7285408,-3.6547314,Aberpergwm,79519,ABRPGWM
ABRYAFO,Afon Wen Lc,64505,52.9100917,-4.3061369,True,False,,245016.9928,337230.9983,100522,,1.0,0.0,52.9100917,-4.3061369,Afon Wen Lc,64505,ABRYAFO
ABRYCRL,Aberystwyth Krono (Colas),64612,52.4126691,-4.0798126,False,True,,258637.1048,281443.0949,100762,,0.0,1.0,52.4126691,-4.0798126,Aberystwyth Krono (Colas),64612,ABRYCRL
ABRYRRL,Aberystwyth Run Round Loop,64609,52.4113341,-4.0779376,True,True,,258760.3506,281290.9542,100775,,1.0,1.0,52.4113341,-4.0779376,Aberystwyth Run Round Loop,64609,ABRYRRL
ABRYSHE,Aberystwyth Shell Sidings,64608,52.4118136,-4.0778797,True,False,,258765.8218,281344.1687,100776,,1.0,0.0,52.4118136,-4.0778797,Aberystwyth Shell Sidings,64608,ABRYSHE
ABRYSTH,Aberystwyth,64607,52.4138298,-4.0814863,True,True,AYW,258526.9979,281575.4597,100754,AYW,1.0,1.0,52.4138298,-4.0814863,Aberystwyth,64607,ABRYSTH
ABTH,Aberthaw,78903,51.3896738,-3.3885256,True,True,,303481.9375,166541.0192,101733,,1.0,1.0,51.3896738,-3.3885256,Aberthaw,78903,ABTH
ABTH222,Aberthaw Aw222,78916,51.4145246,-3.4940812,True,False,,296193.9979,169449.0071,101594,,1.0,0.0,51.4145246,-3.4940812,Aberthaw Aw222,78916,ABTH222
ABTH231,Aberthaw AW231,78919,51.4442552,-3.5251149,True,False,,294104.7736,172799.7069,101544,,1.0,0.0,51.4442552,-3.5251149,Aberthaw AW231,78919,ABTH231
ABTH433,Aberthaw Sig. CF3433,78917,51.4136806,-3.4891441,True,True,,296535.413,169348.1593,101601,,1.0,1.0,51.4136806,-3.4891441,Aberthaw Sig. CF3433,78917,ABTH433
ABTH440,Aberthaw Sig. CF3440,78918,51.4512081,-3.5268188,True,True,,294002.4829,173575.3839,101540,,1.0,1.0,51.4512081,-3.5268188,Aberthaw Sig. CF3440,78918,ABTH440
ABTHA13,Aberthaw Sig. A13,78904,51.3858445,-3.3971487,True,False,,302873.8447,166126.5749,101716,,1.0,0.0,51.3858445,-3.3971487,Aberthaw Sig. A13,78904,ABTHA13
ABTHA39,Aberthaw Sig. A39,78900,51.3951451,-3.3910245,True,False,,303319.6174,167152.7646,101726,,1.0,0.0,51.3951451,-3.3910245,Aberthaw Sig. A39,78900,ABTHA39
ABTHCRL,Aberthaw Power Station (Colas),78912,51.3889454,-3.3877341,True,True,,303535.4746,166458.9729,101735,,1.0,1.0,51.3889454,-3.3877341,Aberthaw Power Station (Colas),78912,ABTHCRL
ABTHLAF,Aberthaw Cement Works Lafarge,78902,51.3979121,-3.3900306,True,True,,303394.5986,167459.1636,101728,,1.0,1.0,51.3979121,-3.3900306,Aberthaw Cement Works Lafarge,78902,ABTHLAF
ABTHOSD,Aberthaw N.p.oil Siding,78904,51.3852612,-3.3968443,True,False,,302893.7898,166061.3041,101717,,1.0,0.0,51.3852612,-3.3968443,Aberthaw N.p.oil Siding,78904,ABTHOSD
ABTHPS,Aberthaw Power Station (EWS),78904,51.393689,-3.3988408,True,True,,302772.7515,167001.1853,101713,,1.0,1.0,51.393689,-3.3988408,Aberthaw Power Station (EWS),78904,ABTHPS
ABTHPST,Aberthaw Power Station (FLHH),78908,51.3936916,-3.3987987,True,True,,302775.686,167001.4186,101714,,1.0,1.0,51.3936916,-3.3987987,Aberthaw Power Station (FLHH),78908,ABTHPST
ABTHRCP,Aberthaw Rec Sidings,78906,51.3889904,-3.3876904,True,True,,303538.6099,166463.9196,101736,,1.0,1.0,51.3889904,-3.3876904,Aberthaw Rec Sidings,78906,ABTHRCP
ABTHRFH,Aberthaw Down Rec Siding (FLHH),78911,51.3895631,-3.388807,True,True,,303462.125,166529.0795,101732,,1.0,1.0,51.3895631,-3.388807,Aberthaw Down Rec Siding (FLHH),78911,ABTHRFH
ABTHTCR,Aberthaw Tarmac (Colas),78920,51.3979606,-3.3900788,True,True,,303391.3479,167464.6207,101727,,1.0,1.0,51.3979606,-3.3900788,Aberthaw Tarmac (Colas),78920,ABTHTCR
ABTHWCC,Aberthaw Cement Works,78905,51.3980451,-3.3899702,True,True,,303399.0809,167473.8744,101729,,1.0,1.0,51.3980451,-3.3899702,Aberthaw Cement Works,78905,ABTHWCC
ABTS654,Abbotswood Junction Sig. BA7654,67373,52.151972,-2.1642718,True,True,,388857.4429,250422.7142,104125,,1.0,1.0,52.151972,-2.1642718,Abbotswood Junction Sig. BA7654,67373,ABTS654
ABTSWDJ,Abbotswood Jn,67371,52.1474197,-2.1630823,True,True,XAY,388937.6884,249916.1832,104127,XAY,1.0,1.0,52.1474197,-2.1630823,Abbotswood Jn,67371,ABTSWDJ
ABWD,Abbey Wood,88601,51.4909694,0.1197638,True,True,ABW,547261.13,179021.562,110137,ABW,1.0,1.0,51.4909694,0.1197638,Abbey Wood,88601,ABWD
ABWDARJ,Alsike Road Jn,88606,51.4915514,0.1336219,True,True,,548221.2422,179114.2304,110172,,1.0,1.0,51.4915514,0.1336219,Alsike Road Jn,88606,ABWDARJ
ABWDER,Abbey Wood Engineering Road,88605,51.4912934,0.1247838,True,True,,547608.5617,179067.6944,110152,,1.0,1.0,51.4912934,0.1247838,Abbey Wood Engineering Road,88605,ABWDER
ABWDXR,Abbey Wood (Crossrail),88607,51.4911276,0.1197631,True,True,ABX,547260.5719,179039.1524,110136,ABX,1.0,1.0,51.4911276,0.1197631,Abbey Wood (Crossrail),88607,ABWDXR
ABWDXRS,Abbey Wood Crossrail Siding,88608,51.4911792,0.1225021,True,True,,547450.5404,179050.4001,110144,,1.0,1.0,51.4911792,0.1225021,Abbey Wood Crossrail Siding,88608,ABWDXRS
ACBG,Acton Bridge,37001,53.2660757,-2.6023216,True,True,ACB,359923.2796,374511.7244,103273,ACB,1.0,1.0,53.2660757,-2.6023216,Acton Bridge,37001,ACBG
ACGJN,Acton Grange Jn,35555,53.3639752,-2.6224437,True,True,,358676.1038,385414.4564,103237,,1.0,1.0,53.3639752,-2.6224437,Acton Grange Jn,35555,ACGJN
ACGJNLX,Norton Lc (Acton Grange),35588,53.3297676,-2.6534444,True,False,,356578.3142,381627.3182,103166,,1.0,0.0,53.3297676,-2.6534444,Norton Lc (Acton Grange),35588,ACGJNLX
ACHANLT,Achanalt,1081,57.6095981,-4.9136438,True,True,AAT,226032.3897,861472.8739,100294,AAT,1.0,1.0,57.6095981,-4.9136438,Achanalt,1081,ACHANLT
ACHHBLC,Balnacra L.C.,1078,57.4636616,-5.3626127,True,True,,198417.4569,846479.1874,100129,,1.0,1.0,57.4636616,-5.3626127,Balnacra L.C.,1078,ACHHBLC
ACHHSHL,Achnashellach,1078,57.4821094,-5.3330226,True,True,ACH,200292.1336,848443.972,100137,ACH,1.0,1.0,57.4821094,-5.3330226,Achnashellach,1078,ACHHSHL
ACHILCK,Auchinleck,8825,55.4698486,-4.2956592,True,True,AUK,254978.8392,621953.5668,100656,AUK,1.0,1.0,55.4698486,-4.2956592,Auchinleck,8825,ACHILCK
ACHLDH,Acheildh,1028,58.0046838,-4.2614052,True,False,,266458.1483,903957.3919,100962,,1.0,0.0,58.0046838,-4.2614052,Acheildh,1028,ACHLDH
ACHNGRY,Auchengray,4120,55.7751744,-3.607426,True,True,,299267.3867,654708.2628,101648,,1.0,1.0,55.7751744,-3.607426,Auchengray,4120,ACHNGRY
ACHNSCE,Achnasheen Civil Engineering,1080,57.5797834,-5.0716029,True,True,,216449.0603,858572.116,100222,,1.0,1.0,57.5797834,-5.0716029,Achnasheen Civil Engineering,1080,ACHNSCE
ACHNSHN,Achnasheen,1079,57.5794446,-5.0720634,True,True,ACN,216419.8305,858535.6677,100221,ACN,1.0,1.0,57.5794446,-5.0720634,Achnasheen,1079,ACHNSHN
ACKLNGT,Acklington,12115,55.3073096,-1.6517468,True,True,ACK,422205.455,601523.7173,105079,ACK,1.0,1.0,55.3073096,-1.6517468,Acklington,12115,ACKLNGT
ACLE,Acle,48056,52.6346757,1.5440308,True,True,ACL,639907.8697,309999.8772,111251,ACL,1.0,1.0,52.6346757,1.5440308,Acle,48056,ACLE
ACOCKSG,Acocks Green,66430,52.4492296,-1.8185093,True,True,ACG,412431.7023,283489.8996,104851,ACG,1.0,1.0,52.4492296,-1.8185093,Acocks Green,66430,ACOCKSG
ACRNGTN,Accrington,29061,53.7527366,-2.3704054,True,True,ACR,375673.3115,428549.3732,103687,ACR,1.0,1.0,53.7527366,-2.3704054,Accrington,29061,ACRNGTN
ACTCWHF,Acton Canal Wharf Jn,72235,51.5296521,-0.2545614,True,True,,521173.0233,182637.248,108649,,1.0,1.0,51.5296521,-0.2545614,Acton Canal Wharf Jn,72235,ACTCWHF
ACTNCTL,Acton Central,72252,51.5082967,-0.2629879,True,True,ACC,520644.9085,180248.5017,108621,ACC,1.0,1.0,51.5082967,-0.2629879,Acton Central,72252,ACTNCTL
ACTNLRG,Acton Lane Rec Sidings (GBRf),72209,51.5331648,-0.2511132,True,True,,521402.862,183033.5907,108670,,1.0,1.0,51.5331648,-0.2511132,Acton Lane Rec Sidings (GBRf),72209,ACTNLRG
ACTNLRS,Acton Lane Reception Sidings,72211,51.5331419,-0.2511516,True,True,,521400.2595,183030.9804,108668,,1.0,1.0,51.5331419,-0.2511516,Acton Lane Reception Sidings,72211,ACTNLRS
ACTOEWS,Acton Yard Ews,73235,51.5171228,-0.2703505,True,False,,520110.7845,181217.9125,108581,,1.0,0.0,51.5171228,-0.2703505,Acton Yard Ews,73235,ACTOEWS
ACTOGBR,Acton Yard (GBRf),73248,51.5166992,-0.275466,True,True,,519756.9725,181162.4298,108556,,1.0,1.0,51.5166992,-0.275466,Acton Yard (GBRf),73248,ACTOGBR
ACTOLHS,Acton Loco Holding Sidings,73249,51.5171145,-0.2701413,True,False,,520125.3209,181217.3325,108582,,1.0,0.0,51.5171145,-0.2701413,Acton Loco Holding Sidings,73249,ACTOLHS
ACTONFY,Acton Foster Yeoman,73238,51.5176762,-0.269387,True,True,,520176.1784,181281.034,108590,,1.0,1.0,51.5176762,-0.269387,Acton Foster Yeoman,73238,ACTONFY
ACTONML,Acton Main Line,73240,51.5170803,-0.2675251,True,True,AML,520306.9273,181217.8231,108600,AML,1.0,1.0,51.5170803,-0.2675251,Acton Main Line,73240,ACTONML
ACTONTC,Acton T.C.,73250,51.516759,-0.2754851,True,True,XAX,519755.4906,181169.0487,108555,XAX,1.0,1.0,51.516759,-0.2754851,Acton T.C.,73250,ACTONTC
ACTONTN,Acton Town (Bus),<NA>,51.5023416,-0.2788746,True,True,ZAT,519558.0215,179560.218,108544,ZAT,1.0,1.0,51.5023416,-0.2788746,Acton Town (Bus),,ACTONTN
ACTONW,Acton West Jn,73251,51.5149226,-0.2900566,True,True,,518749.2576,180941.1077,108451,,1.0,1.0,51.5149226,-0.2900566,Acton West Jn,73251,ACTONW
ACTRNED,Achterneed L.C.,1087,57.6027695,-4.5286263,True,True,,248998.8984,859789.9992,100567,,1.0,1.0,57.6027695,-4.5286263,Achterneed L.C.,1087,ACTRNED
ACWL105,Acton Wells Sig. AW105,72266,51.5010361,-0.2682669,True,True,,520297.6747,179432.4037,108599,,1.0,1.0,51.5010361,-0.2682669,Acton Wells Sig. AW105,72266,ACWL105
ACWL149,Acton Wells Jn Sig. AW149,72263,51.5246536,-0.2534886,True,False,,521260.7028,182083.1629,108652,,1.0,0.0,51.5246536,-0.2534886,Acton Wells Jn Sig. AW149,72263,ACWL149
ACWL150,Acton Wells Jn Sig. Aw150,72264,51.5246725,-0.2535836,True,False,,521254.0625,182085.1074,108651,,1.0,0.0,51.5246725,-0.2535836,Acton Wells Jn Sig. Aw150,72264,ACWL150
ACWLJN,Acton Wells Jn,72251,51.5228052,-0.2548423,True,True,,521171.6987,181875.3703,108648,,1.0,1.0,51.5228052,-0.2548423,Acton Wells Jn,72251,ACWLJN
ADERLYP,Adderley Park,65614,52.4830868,-1.8552286,True,True,ADD,409928.6099,287250.377,104767,ADD,1.0,1.0,52.4830868,-1.8552286,Adderley Park,65614,ADERLYP
ADIEWEL,Addiewell,4090,55.8433192,-3.606839,True,True,ADW,299480.1927,662290.6316,101654,ADW,1.0,1.0,55.8433192,-3.606839,Addiewell,4090,ADIEWEL
ADISHAM,Adisham,89514,51.2414281,1.1986226,True,True,ADM,623357.3527,153999.9656,111098,ADM,1.0,1.0,51.2414281,1.1986226,Adisham,89514,ADISHAM
ADLC,Adlington (Cheshire),32575,53.3196724,-2.1336944,True,True,ADC,391191.2343,380313.371,104203,ADC,1.0,1.0,53.3196724,-2.1336944,Adlington (Cheshire),32575,ADLC
ADLESTJ,Addlestone Jn,86010,51.3620026,-0.4729982,True,True,,506410.1046,163654.6855,107978,,1.0,1.0,51.3620026,-0.4729982,Addlestone Jn,86010,ADLESTJ
ADLESTN,Addlestone,86011,51.373614,-0.4853845,True,True,ASN,505521.1188,164928.0581,107958,ASN,1.0,1.0,51.373614,-0.4853845,Addlestone,86011,ADLESTN
ADNL,Adlington (Lancashire),30321,53.6129189,-2.6026333,True,True,ADL,360228.6357,413098.733,103296,ADL,1.0,1.0,53.6129189,-2.6026333,Adlington (Lancashire),30321,ADNL
ADSWDRD,Adswood Road Jn,32561,53.3870404,-2.1760199,True,True,,388390.1994,387814.2866,104113,,1.0,1.0,53.3870404,-2.1760199,Adswood Road Jn,32561,ADSWDRD
ADWICK,Adwick,23118,53.5721014,-1.1800732,True,True,AWK,454394.0197,408700.9946,106558,AWK,1.0,1.0,53.5721014,-1.1800732,Adwick,23118,ADWICK
ADWICKJ,Adwick Jn,23120,53.5799909,-1.1986275,True,True,,453155.4796,409564.7391,106514,,1.0,1.0,53.5799909,-1.1986275,Adwick Jn,23120,ADWICKJ
AGCRFTJ,Agecroft Jn,31564,53.5184515,-2.3088391,True,True,,379619.6935,402464.2118,103767,,1.0,1.0,53.5184515,-2.3088391,Agecroft Jn,31564,AGCRFTJ
AGHTNPH,Aughton Park,36005,53.5543739,-2.8950998,True,True,AUG,340798.1916,406789.1494,102730,AUG,1.0,1.0,53.5543739,-2.8950998,Aughton Park,36005,AGHTNPH
AIGBURT,Aigburth,36086,53.3644346,-2.9264514,True,True,AIG,338446.6244,385685.074,102646,AIG,1.0,1.0,53.3644346,-2.9264514,Aigburth,36086,AIGBURT
AINSDAL,Ainsdale,36062,53.601643,-3.0428512,True,True,ANS,331087.1821,412181.0665,102372,ANS,1.0,1.0,53.601643,-3.0428512,Ainsdale,36062,AINSDAL
AINT206,Aintree Sig. 1206,36026,53.4795712,-2.9548435,True,True,,336728.8009,398518.7481,102591,,1.0,1.0,53.4795712,-2.9548435,Aintree Sig. 1206,36026,AINT206
AINTREE,Aintree,36027,53.4743308,-2.9563744,True,True,AIN,336619.3817,397937.1185,102585,AIN,1.0,1.0,53.4743308,-2.9563744,Aintree,36027,AINTREE
AINTSFJ,Aintree Sefton Jn,36027,53.4718582,-2.9573434,True,False,,336551.3727,397662.9067,102582,,1.0,0.0,53.4718582,-2.9573434,Aintree Sefton Jn,36027,AINTSFJ
AIRBLES,Airbles,7476,55.7826327,-3.9943343,True,True,AIR,275024.4575,656169.1218,101168,AIR,1.0,1.0,55.7826327,-3.9943343,Airbles,7476,AIRBLES
AIRD754,Airdrie Sig. YS754,7325,55.8636009,-3.9893008,True,True,,275599.0131,665169.5907,101186,,1.0,1.0,55.8636009,-3.9893008,Airdrie Sig. YS754,7325,AIRD754
AIRDCS,Airdrie Carriage Siding,7326,55.8640021,-3.9810656,True,True,,276115.6112,665199.4473,101195,,1.0,1.0,55.8640021,-3.9810656,Airdrie Carriage Siding,7326,AIRDCS
AIRDRIE,Airdrie,7327,55.8641136,-3.9816634,True,True,ADR,276078.5595,665212.9256,101192,ADR,1.0,1.0,55.8641136,-3.9816634,Airdrie,7327,AIRDRIE
