service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
NC00957220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC00960220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC00961220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC00965220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC00973220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC00981220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC00989220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC00995220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC01001220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC01008220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC01009220516221104 _service,1,1,1,1,1,0,0,20220516,20221104
NC01015220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01017220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01020220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01022220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01025220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01027220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01030220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01033220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC01037220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28756220516221007 _service,1,1,1,1,1,0,0,20220516,20221007
NC28757220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NC28758220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28759220516221007 _service,1,1,1,1,1,0,0,20220516,20221007
NC28760220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28761220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28762220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28763220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC28772220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30138220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30149220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30150220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30151220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30152220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30153220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30154220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30155220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30156220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30157220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30158220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30219220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30227220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30230220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30233220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30239220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30246220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC30922220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31333220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31349220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31579220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NC31582220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31583220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NC31811220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31828220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31853220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC31873220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32880220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32882220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32884220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32885220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32886220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32887220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32888220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32890220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32892220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32896220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32898220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32899220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32900220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC32901220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33098220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33235220516220909 _service,1,1,1,1,1,0,0,20220516,20220909
NC33244220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33247220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33248220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33249220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33250220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC33307220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC34637220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC34638220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34639220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34640220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34641220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34642220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34643220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34644220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34645220516221210 _service,1,1,1,1,1,1,0,20220516,20221210
NC34683220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35266220516220909 _service,1,1,1,1,1,0,0,20220516,20220909
NC35267220516220909 _service,1,1,1,1,1,0,0,20220516,20220909
NC35523220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35572220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35573220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35574220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35575220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35576220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NC35577220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35608220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC35609220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36229220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36231220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36234220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36237220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36240220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36244220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36247220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36250220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36253220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36256220516221208 _service,1,1,1,1,0,0,0,20220516,20221208
NC36326220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
NC36329220516221209 _service,1,1,1,1,1,0,0,20220516,20221209
